	TF_1	TF_2	TF_3	TF_4	TF_5	TF_6	TF_7	TF_8	TF_9	TF_10	TF_11	TF_12	TF_13	TF_14	TF_15	TF_16	TF_17	TF_18	TF_19	TF_20	TF_21	TF_22	TF_23	TF_24	TF_25	TF_26	TF_27	TF_28	TF_29	TF_30	TF_31	TF_32	TF_33	TF_34	TF_35	TF_36	TF_37	TF_38	TF_39	TF_40	TF_41	TF_42	TF_43	TF_44	TF_45	TF_46	TF_47	TF_48	TF_49	TF_50
Cell_730	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	1	0	0	0	-1	-1	1	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_731	0	0	1	1	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	1	0	1	0	0	0	-1	0	0	0	0	0	0	1	-1	0	1	0	-1	-1	0
Cell_732	0	-1	0	0	-1	0	0	1	1	0	-1	0	0	0	-1	0	0	-1	0	-1	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0
Cell_733	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	1	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_734	-1	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cell_735	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	-1	0	0	-1	0	1	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_736	0	0	1	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_737	0	0	1	-1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	1	0	0	1	-1	0	0	0	0	0	0	1	0	0	1	0	-1	-1	0
Cell_738	0	1	0	0	0	-1	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	1	0	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_739	-1	0	1	0	0	-1	0	-1	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_740	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	1	-1	0	-1	-1	0	0	0	1	1	0	0	0	0	0	-1	0	-1	0	0	1	1	0	0	1	0	0	0	1	0
Cell_741	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	1	1	1	0	1	0	0	1	0	0
Cell_742	0	0	1	0	0	1	-1	0	0	0	0	1	0	0	1	-1	1	1	-1	0	0	0	-1	0	-1	0	0	0	-1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	-1	0	0
Cell_743	0	-1	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	1	-1	0	0	0	1	0	1	0	-1	0	0	0	0	0	0	1	0	0	1	1	-1	0	0
Cell_744	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	-1	1	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1
Cell_745	0	1	1	1	0	0	0	0	-1	0	0	1	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	-1	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_746	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	-1	-1	0	1	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	1
Cell_747	0	0	-1	0	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	1	0	1	0	-1	-1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0
Cell_748	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	-1	0	0	-1	-1	0	-1	0	0	1	1	0	1	-1	0	1	0	-1	1	0	0	0	0	-1	0	0	1
Cell_749	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	1	1	1	0	0	-1	0	0	-1	0	0	-1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Cell_750	1	0	0	0	0	0	1	0	1	0	0	0	-1	1	-1	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	1	1	0	0	0	1	0	-1
Cell_751	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	1	0	-1	0	0	-1	0	0	1	0	0	0	1	0	0	0	0	0
Cell_752	0	0	0	0	0	1	1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	1	-1	0	0	0	1	1	0	-1	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_753	0	0	0	-1	0	0	1	0	0	0	0	0	-1	0	1	-1	0	-1	0	0	0	0	-1	0	0	0	1	-1	1	0	0	1	-1	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_754	0	0	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	-1	0	1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	1	0	0	1	-1	-1	0	0	1	0	0	1	0	0	0	0	0
Cell_755	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	-1
Cell_756	0	0	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	-1	-1	0	1	1	0	0	0	1	1	0	1	0	1	-1	0	0	1	0	0	-1	-1	0	0
Cell_757	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	0	-1	1	0	0	0	-1	0	0	-1	-1	0	0	1	0	0	1	-1	-1	0	0
Cell_758	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	1	0	0	1	0	0	-1	0	0	-1	0	1	-1	-1	-1	1	1	0	0	0	-1	1	0	0	1	0	-1	0	0	0	0	0	1
Cell_759	0	0	0	0	0	0	1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	1	0	0	0	-1	0	0	-1	1	1	0	1	0	-1	0	0	-1	1	0	0	0	0	0	-1
Cell_760	0	-1	1	0	0	0	0	0	1	0	0	0	-1	1	0	0	0	0	0	0	0	0	-1	0	-1	0	0	-1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cell_761	0	0	0	0	-1	0	1	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	1	-1	0	0	0	1	-1	0	0	0	1	0	0	1	-1	0	1	-1	-1	0	-1	0	1	0	0	0	0	-1	-1
Cell_762	0	0	0	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	1	0	0	0	0	1	-1	1	0	0	-1	0	0	-1	0	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_763	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	-1	0	0	0	-1	0	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	-1	0
Cell_764	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	-1	1	1	-1	0	0	0	-1	0	0	-1	1	0	0	0	0	0	1	1	0	-1	0	1	-1	1	-1	0	1	0	0	1	0	0	0	0	0
Cell_765	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	-1	0	0	-1	-1	1	0	0	0	0	1	-1	0	0	0	1	1	0	1	0	0	0	0	0	0	-1	1
Cell_766	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	-1	0	0	0	0	0	-1	1	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	-1	0	0	1	0	0	1	0	-1	0	0
Cell_767	0	0	1	-1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	-1	0	0	-1	0	-1	0	0	1	1	1	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Cell_768	0	0	0	0	0	0	0	0	1	0	-1	0	-1	0	0	0	0	0	1	0	1	-1	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	-1	-1	0	-1
Cell_769	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	1	-1	0	0	0	0	-1	0	0	-1	1	0	0	0	0	0	0	0	1	0	0	1	-1	-1	0	0	0	1	0	0	-1	0	0	-1
Cell_770	0	0	0	1	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	-1	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cell_771	-1	0	1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	1	1	0	0	0	-1	0	0	0	0	-1	0	1	0	0	1	0	-1	0	0
Cell_772	1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	1	1	-1	-1	0	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	1	0	0	0	1	0	1	0	1	0
Cell_773	0	0	0	0	0	0	1	0	0	1	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	-1	0	0	0	1	0	1	0	0	0	-1
Cell_774	0	0	1	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_775	1	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	1	-1	0	0	0	-1	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	1	0	0	0	0	-1
Cell_776	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	-1	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	0	0	0	1	0	0	1	0	1	0	0	0
Cell_777	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	-1	1	-1	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	-1	0	0	0
Cell_778	0	0	0	0	-1	0	1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	1	-1	0	1	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	1	0	0	0	-1	-1
Cell_779	0	0	-1	0	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	-1	1	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_780	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	1	1	1	-1	0	-1	-1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	1	0	0	1	0	0	0	0	0
Cell_781	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	1	0	1	0
Cell_782	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	1	-1	0	-1	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	1	1	1	0	-1	0	0
Cell_783	0	0	1	0	0	1	1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	-1	0	1	0	0	1	0	0	-1
Cell_784	0	-1	0	-1	0	0	1	0	0	0	0	0	-1	1	0	1	0	0	1	-1	0	-1	-1	-1	0	0	1	0	0	0	0	1	0	0	1	0	-1	1	0	0	0	-1	0	1	0	0	0	0	0	-1
Cell_785	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	-1	0	1	1	0	0	0	1	1	-1	0	0	0	0	-1	0	0	0
Cell_786	0	0	1	0	0	0	-1	-1	1	-1	0	0	0	0	-1	0	0	0	0	1	0	0	1	0	1	-1	0	-1	-1	0	0	0	0	-1	1	1	1	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_787	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	1	0	0	0	1	0	0	-1	0	0	0	1	0	1	0	0	0	0	-1	1	0	1	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_788	-1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_789	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	1	0	-1	0	0	0	1	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	-1	-1	0	0
Cell_790	0	-1	-1	0	0	0	1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	1	0	0	1	-1	0	0	0	0	1	-1	1	0	0	-1
Cell_791	1	0	0	0	0	0	1	0	1	1	-1	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	1	0	0	0	0	0	0	0	1	0	0	1	-1	0	0	0	0	1	0	0	0	0	0	-1
Cell_792	0	0	0	0	0	0	0	-1	1	0	-1	0	0	-1	0	0	0	0	0	0	-1	0	1	-1	1	0	0	-1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_793	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_794	0	0	1	-1	0	0	0	1	0	1	0	0	0	0	0	1	1	-1	0	0	1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0
Cell_795	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	-1	-1	0	1
Cell_796	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	0	1	0	0	-1	0	-1	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	-1	0	1
Cell_797	0	0	1	0	0	0	1	0	0	0	0	0	-1	0	0	0	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	1	0	0	0	0	0
Cell_798	0	0	-1	0	0	0	0	0	1	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	-1	0	0	0	0	0	-1	1	1	0	1	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_799	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	-1	0	-1	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	-1	0	0	1
Cell_800	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	1	0	1	0	1	-1	1	-1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	-1	-1	0	0
Cell_801	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	1	-1	0	0	1	0	-1	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_802	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	-1	0	-1	-1	-1	0	-1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1
Cell_803	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	-1	1	0	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	-1
Cell_804	0	0	0	0	0	0	0	0	1	1	-1	1	0	-1	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	-1	0
Cell_805	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	-1	0	1	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	-1	1	0	0	1	0	-1	0	0
Cell_806	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	-1	1	0	0	1	0	0	0	-1	0	0	-1	0	0	-1	1	0	0	1	0	0	0	0
Cell_807	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	1	0	0	0	0	1	0	-1	1	0	1	0	0	-1	0	0	0	-1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_808	-1	0	1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	-1	0	0	0	0	1	0	0	0	0	0	-1
Cell_809	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	1	1	0	-1	0	0	-1	0	0	-1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	0	1
Cell_810	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	-1	1	0	1	1	1	0	1	0	0	0	0	0
Cell_811	0	0	0	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	-1	0	-1	1	1	0	0	0	0	0	-1
Cell_812	0	0	0	0	0	1	0	-1	-1	0	0	0	0	0	0	0	1	-1	0	0	0	-1	-1	0	-1	1	-1	-1	0	0	0	0	0	0	0	1	0	-1	0	-1	0	1	-1	-1	0	0	0	0	0	0
Cell_813	1	1	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_814	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	1	0	-1	0	0	-1	-1	0	0	1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Cell_815	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	-1	0	0
Cell_816	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_817	0	0	1	0	0	0	1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	1	0	0	0	1	0	-1
Cell_818	0	0	1	1	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	-1	1	0	1	0	0	0	-1
Cell_819	0	1	1	0	0	-1	0	0	0	0	0	1	0	0	0	1	0	-1	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	1	1	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_820	0	0	1	0	0	0	0	0	0	0	0	0	1	0	-1	1	1	-1	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	1	0	1	1	0	0	0	0	0
Cell_821	0	0	0	0	0	0	1	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	-1	1	0	-1	0	-1	0	1	0	0	0	0	0	-1
Cell_822	0	0	1	0	0	0	0	0	0	-1	0	1	0	1	0	0	1	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	1	-1	0	1	0	-1	-1	0
Cell_823	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	1	-1	0	0	0	0	0	0	1	0	-1	1	0	-1	0	0	-1	1	0	0	0	0	0	-1
Cell_824	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	-1	0	0	0	0	-1	0	0	0	1	-1	0	0	-1	1	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_825	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	-1	0	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_826	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	-1	0	1	0	0	0	0	0	-1
Cell_827	0	0	0	0	0	-1	0	0	0	0	0	1	-1	0	1	0	0	0	0	0	0	0	-1	0	-1	0	0	-1	-1	0	0	1	0	0	0	-1	0	0	1	0	0	0	1	0	0	1	0	-1	0	0
Cell_828	0	0	0	1	0	0	0	0	1	0	0	0	-1	0	0	1	0	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	1	-1	0	0	-1	0	-1	0	0	1	0	0	0	1	0	1	0	0	0
Cell_829	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	-1	0	0	1	-1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	-1	0	0
Cell_830	0	0	0	0	0	0	1	0	1	0	0	0	-1	0	1	1	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_831	0	0	-1	0	0	-1	1	0	1	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	-1	0	1
Cell_832	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	-1	0	-1	0	0	0	0	1
Cell_833	0	0	0	0	0	-1	0	0	1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_834	0	0	0	0	0	0	1	1	0	0	-1	0	-1	-1	0	0	0	0	0	1	-1	0	-1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	-1	0	0	0	1	0	-1	0	0	0	-1
Cell_835	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	0	1	1	0	0	1	0	0	0	1	0
Cell_836	0	-1	1	-1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	1	0	0	0	-1	0	0	0	0	1	-1	1	0	0	0	0	-1	0	0
Cell_837	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	-1	0	1	0	0	0	0	0
Cell_838	0	-1	0	0	1	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	-1	0	-1	0	1	-1
Cell_839	0	0	0	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_840	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	-1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_841	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	-1	0	0	-1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	-1	1	0	1
Cell_842	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	1	0	0	1	0	-1	0	1
Cell_843	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	-1	1	0	0	-1	1	0	-1	0	0	-1	0	0	1	0	0	0	1	0	0	-1	0	0
Cell_844	0	0	0	0	0	1	1	-1	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	1	0	-1	0	0	0	1	0	-1	0	0	0	-1
Cell_845	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	-1	0	1	0	0	0	-1	0	0	0	1	-1	0	0	0	0	0	0	1	0	1	1	-1	-1	0	0	0	1	1	0	0	0	0	-1
Cell_846	0	0	0	0	0	0	1	1	0	0	1	0	-1	-1	0	0	0	0	-1	1	0	0	-1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-1
Cell_847	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	-1
Cell_848	0	0	0	0	-1	0	1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	1	1	0	-1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	-1	0	0	0	0	-1
Cell_849	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	-1	-1	0	0	-1	0	0	0	0	0	1	0	0	0	0	-1	0	-1	1	0	1	1	0	0	1	-1	0	0	0	-1
Cell_850	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	-1	0	0	0	1	0	-1	0	0
