	TF_1	TF_2	TF_3	TF_4	TF_5	TF_6	TF_7	TF_8	TF_9	TF_10	TF_11	TF_12	TF_13	TF_14	TF_15	TF_16	TF_17	TF_18	TF_19	TF_20	TF_21	TF_22	TF_23	TF_24	TF_25	TF_26	TF_27	TF_28	TF_29	TF_30	TF_31	TF_32	TF_33	TF_34	TF_35	TF_36	TF_37	TF_38	TF_39	TF_40	TF_41	TF_42	TF_43	TF_44	TF_45	TF_46	TF_47	TF_48	TF_49	TF_50	TF_51	TF_52	TF_53	TF_54	TF_55	TF_56	TF_57	TF_58	TF_59	TF_60	TF_61	TF_62	TF_63	TF_64	TF_65	TF_66	TF_67	TF_68	TF_69	TF_70	TF_71	TF_72	TF_73	TF_74	TF_75	TF_76	TF_77	TF_78	TF_79	TF_80	TF_81	TF_82	TF_83	TF_84	TF_85	TF_86	TF_87	TF_88	TF_89	TF_90	TF_91	TF_92	TF_93	TF_94	TF_95	TF_96	TF_97	TF_98	TF_99	TF_100
Cell_548	-1	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	-1	-1	1	0	0	0	1	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	-1	1	0	1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0
Cell_549	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cell_550	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	-1	0	-1	1	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	1	1	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	1	1	0	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	1	1	0	0	0	0	0	-1	0	0
Cell_551	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	-1	0	0	1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	-1	0	1	0	0	1	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Cell_552	0	0	0	0	0	0	1	0	0	1	0	1	0	-1	0	1	0	0	-1	0	1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	0	-1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	-1	0	0
Cell_553	1	0	0	0	0	-1	0	0	0	1	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0
Cell_554	0	0	0	0	1	0	0	0	0	-1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	0	0	0	0	1	1	0
Cell_555	0	0	0	0	0	0	0	0	0	1	0	-1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Cell_556	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
Cell_557	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	1	0	0	0	0	0	1	0	-1	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	1	-1	0	-1	0	0
Cell_558	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	-1	0	0	0	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	1	-1
Cell_559	1	1	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	-1	0	1	-1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	-1	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0
Cell_560	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	1	0	0	0	0	-1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Cell_561	1	0	0	0	0	1	0	0	0	0	-1	0	0	-1	0	0	-1	1	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	1	-1	0	0	0	0	-1	0	0	1	0	1	0	1	0	0	0	-1	0	-1	-1	0	0	0	0	1	0	-1	0	0	0	0	-1	0	0
Cell_562	0	1	0	0	0	0	1	0	0	-1	1	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	0	0	0	0	1	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	1	1	0	0	0	0
Cell_563	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	1	0	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0
Cell_564	0	0	1	1	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	-1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1
Cell_565	0	1	0	0	0	1	1	-1	1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	-1	1	0	0	0	1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	1	0	1
Cell_566	0	0	0	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	-1	1	-1	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	1	-1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0
Cell_567	0	1	0	0	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	1	0	1	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Cell_568	0	0	1	0	1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	1	0	-1	0	0	0	1	0	-1	0	0	-1	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	0	1	1	-1	1	0	1	0	0	0	0	0	0
Cell_569	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	1	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	0	0	0	1	0	0	-1	1	0	-1	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0
Cell_570	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	-1	1	0	0	-1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
Cell_571	0	0	0	-1	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	-1	0	0	-1	0	0	1	0	1	0	0	0	0	0	-1	0	-1	1	0	0	0	0	0	0
Cell_572	-1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	1	0	1	-1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	1	0	-1	0	0	0	0	0
Cell_573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	-1	0	0	1	0	-1	-1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
Cell_574	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	-1	1	0	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	-1
Cell_575	0	0	0	0	0	0	0	0	1	-1	-1	0	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	1	0	1	0	0	0
Cell_576	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0
Cell_577	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Cell_578	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	-1	0	0	0	0	0	0	-1	0	1	0	1	0	1	0	1	1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	-1	-1	0	0	0	-1	0	0	0	-1	-1	0	0	-1	0	0	1	-1	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0
Cell_579	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	-1	0	0	-1	0	0	0	1	0	1	0	0	0	1	1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
Cell_580	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	1	0	1	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	-1	0	0	0	0	0	0
Cell_581	0	0	1	-1	0	0	0	0	0	-1	0	0	1	-1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	1	0	-1	0	-1	0	0	0	0	0	0	-1	0	1	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cell_582	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	-1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	-1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	1	0	1
Cell_583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
Cell_584	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	-1	0	0	0	0	-1	0	-1	0	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
Cell_585	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	1	0	1	0	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	0	-1	1	0
Cell_586	0	0	0	1	0	1	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	1	1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	-1	1	0	-1	0	0	0	0	0	-1	0	0
Cell_587	0	0	1	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	-1	1	0	0	0	1	0	0	0	1	0	-1	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0
Cell_588	-1	0	0	1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	-1	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cell_589	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0
Cell_590	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	1	0	-1	1	0	1	0	0	0	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0
Cell_591	1	0	0	0	0	0	-1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	1	0	0	0	0	0	-1	1	0	0	0	0
Cell_592	0	-1	0	0	0	0	-1	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
Cell_593	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	1	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	0	0	0	0	-1	1	-1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cell_594	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cell_595	0	0	-1	0	0	0	0	0	0	0	0	-1	1	0	0	-1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	1	0	0	0	0	0	-1	0
Cell_596	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	0	-1	1	0	1	0	0	1	0	-1	0	0	0	0	-1	0	0	1	0	0	-1	0	0	0	0	0	-1	0	0	0	1	0	1	-1	0	0	1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0
Cell_597	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	-1	1	0	0	0	0	0	0	1	-1	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	-1	-1	-1	1	0	-1	0	0	1	0	0	0	0	0	0	0	-1	1	0	0	-1	0	-1	-1	1	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cell_598	0	1	0	0	0	0	1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-1	0	1	-1	0	-1	1	-1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0
Cell_599	-1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	-1	0	1	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cell_600	0	0	0	0	0	0	1	0	0	0	-1	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	1	0	-1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	-1	0	0	0	0	1	0	-1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
Cell_601	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	0	1	0	1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	1	0	0
Cell_602	0	-1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	-1	0	0	1	0	0	0	-1	0	0	0	0
Cell_603	0	0	1	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Cell_604	-1	0	1	-1	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	1	0	-1	0	0	0	0	0	0	0	1	-1	0	0	-1	0	0	0
Cell_605	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	1	0	0	-1	0	1	1	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	1	0	0	0	1	-1	0	0	1	0	0	0	0	0	0	0
Cell_606	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	1	1	0	0	-1	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Cell_607	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	-1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	1	1	-1	0	0	0	0	0	1	0	0	0	0
Cell_608	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	1	0	-1	1	0	0	0	0	0	1	0	0	0	0	0	1	-1	0	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	-1	1	0	0	0	0
Cell_609	0	0	1	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	-1	0	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
